"Code","Item","Group","Region_Number","Region_Name","State_Name","Y1980","Y1981","Y1982","Y1983","Y1984","Y1985","Y1986","Y1987","Y1988","Y1989","Y1990","Y1991","Y1992","Y1993","Y1994","Y1995","Y1996","Y1997","Y1998","Y1999","Y2000","Y2001","Y2002","Y2003","Y2004","Y2005","Y2006","Y2007","Y2008","Y2009","Average_Annual_Percent_Growth"
"1","Personal Health Care (Millions of Dollars)","State","2","Mideast","New York","19243.23","21677.094","23928.038","26293.989","29217.602","31923.119","34673.643","38755.072","43148.476","47813.154","53108.043","57713.53","62159.211","66635.509","70455.642","74184.076","78345.146","81892.584","86474.868","91556.929","96428.804","104412.427","112423.587","122153.366","129195.334","135532.122","143331.87","149752.356","154861.956","162740.426","7.6"
"1","Personal Health Care (Millions of Dollars)","State","2","Mideast","Pennsylvania","11767.796","13643.378","15553.595","17195.504","18897.389","20782.51","22525.917","24659.258","27078.178","29675.669","33104.79","36631.43","39384.567","41524.42","43231.488","45829.929","47147.83","49753.407","51656.405","55076.313","58483.544","63222.439","67349.881","72559.889","77221.975","82911.796","86805.121","91782.343","95867.356","99575.743","7.6"
"1","Personal Health Care (Millions of Dollars)","Region","3","Great Lakes","","40508.887","46483.555","51217.73","55692.227","60501.793","65643.949","71010.898","76176.227","84016.923","91572.892","101359.97","110882.354","119731.032","127242.559","133833.363","141755.668","149645.36","156962.976","163694.412","173207.098","184798.248","200275.143","216501.247","231800.883","246948.611","261879.218","277702.194","292641.266","301601.143","313853.755","7.3"
"1","Personal Health Care (Millions of Dollars)","State","3","Great Lakes","Illinois","11725.756","13303.421","14546.495","15681.143","16951.697","18402.459","19316.611","20603.784","22836.681","24963.105","27727.364","30250.057","32988.491","34926.973","36831.34","38813.926","40792.845","42757.532","44882.898","47055.133","50312.386","53886.663","58132.768","61589.523","65064.338","69380.291","73600.135","78731.356","80912.256","84197.115","7"
"1","Personal Health Care (Millions of Dollars)","State","3","Great Lakes","Indiana","4584.56","5279.563","5968.547","6466.914","7075.3","7716.921","8342.779","9186.092","10174.323","11340.649","12897.029","14292.776","15644.895","16811.025","17508.928","18395.851","18824.238","20347.929","21625.194","23024.283","24544.081","26698.798","28835.407","31312.576","33838.65","35473.598","38043.35","40094.929","41432.585","43152.982","8"
"1","Personal Health Care (Millions of Dollars)","State","3","Great Lakes","Michigan","9558.631","10822.836","11672.706","12726.271","13814.432","15059.823","16523.145","17405.372","19288.611","20543.654","22426.353","24296.314","25839.252","27328.552","28988.429","31036.315","32993.554","34770.285","35491.888","37013.971","39099.413","41631.259","44360.102","47420.107","50430.628","53475.133","57204.837","60068.887","61944.25","64281.06","6.8"
"1","Personal Health Care (Millions of Dollars)","State","3","Great Lakes","Ohio","10231.223","11989.897","13496.25","14788.479","16100.799","17449.179","19120.246","20606.378","22674.379","24565.355","27058.272","29591.344","31771.951","33758.934","35245.454","37206.679","39629.17","40739.988","42365.408","44920.945","48006.649","52790.126","57810.819","62154.317","66202.243","69781.179","72708.097","75686.381","78232.67","81776.267","7.4"
"1","Personal Health Care (Millions of Dollars)","State","3","Great Lakes","Wisconsin","4408.717","5087.837","5533.733","6029.42","6559.564","7015.567","7708.117","8374.602","9042.929","10160.13","11250.952","12451.864","13486.442","14417.076","15259.212","16302.897","17405.553","18347.242","19329.025","21192.766","22835.718","25268.296","27362.151","29324.359","31412.752","33769.017","36145.776","38059.713","39079.381","40446.33","7.9"
"1","Personal Health Care (Millions of Dollars)","Region","4","Plains","","16690.528","19378.319","21617.179","23604.925","25353.09","27804.285","29727.907","32087.427","35335.527","38948.155","43059.416","46653.834","50109.951","53168.361","57011.784","60477.17","64218.489","67968.003","73053.205","77247.498","83335.219","90593.242","97921.402","105209.16","111538.237","118031.486","124426.676","132845.229","139170.373","146019.493","7.8"
"1","Personal Health Care (Millions of Dollars)","State","4","Plains","Iowa","2637.809","3048.599","3357.081","3576.713","3767.543","4024.351","4256.431","4653.852","5074.504","5573.361","6240.524","6733.199","7146.373","7577.936","8056.866","8506.079","9097.578","9571.757","10436.969","11081.578","11745.998","12661.058","13428.674","14482.347","15267.685","16303.17","17267.781","18019.702","18853.25","19838.086","7.2"
"1","Personal Health Care (Millions of Dollars)","State","4","Plains","Kansas","2280.897","2656.832","2913.761","3101.749","3308.285","3622.72","3830.836","4119.249","4528.776","5013.164","5677.113","6167.664","6681.226","6992.939","7441.242","7972.752","8452.803","9018.378","9537.124","10056.753","10863.123","11740.074","12634.759","13465.724","14439.345","15392.188","16207.432","17054.196","18009.924","18780.021","7.5"
"1","Personal Health Care (Millions of Dollars)","State","4","Plains","Minnesota","4327.494","5058.697","5550.771","6143.252","6716.031","7529.145","7959.862","8571.421","9602.692","10661.597","11595.128","12586.008","13304.615","14190.917","15357.109","16430.003","17277.743","18292.336","19981.008","21108.666","23014.849","25274.588","27333.409","29483.642","31282.33","33147.271","35329.788","37598.576","38690.605","40440.061","8"
"1","Personal Health Care (Millions of Dollars)","State","4","Plains","Missouri","4799.924","5521.18","6276.601","6905.468","7438.884","8199.848","8877.817","9615.733","10449.801","11492.453","12660.92","13699.421","14925.961","15923.982","17088.051","17842.949","18939.706","20056.611","21346.308","22452.194","24160.943","26156.491","28486.387","30587.889","32140.714","33563.409","34574.824","38025.172","40434.472","42734.015","7.8"
"1","Personal Health Care (Millions of Dollars)","State","4","Plains","Nebraska","1429.296","1668.791","1906.54","2066.715","2162.875","2309.965","2486.466","2594.112","2936.288","3207.346","3586.993","3895.705","4195.57","4424.908","4720.172","4983.143","5419.778","5697.283","6086.455","6524.93","7178.859","7940.473","8509.315","9158.444","9878.918","10611.848","11433.561","11974.625","12473.312","12845.254","7.9"
"1","Personal Health Care (Millions of Dollars)","State","4","Plains","North Dakota","636.388","752.175","861.457","970.326","1058.864","1138.466","1249.605","1396.975","1496.079","1622.188","1746.993","1875.602","2003.629","2092.175","2217.253","2416.431","2518.054","2644.495","2839.984","2926.184","3072.348","3330.314","3661.127","3829.103","4116.249","4316.847","4573.038","4870.854","5078.88","5408.336","7.7"
"1","Personal Health Care (Millions of Dollars)","State","4","Plains","South Dakota","578.72","672.044","750.968","840.702","900.609","979.791","1066.889","1136.084","1247.387","1378.047","1551.745","1696.234","1852.576","1965.504","2131.091","2325.812","2512.827","2687.145","2825.357","3097.193","3299.098","3490.244","3867.73","4202.01","4412.996","4696.752","5040.251","5302.105","5629.931","5973.722","8.4"
"1","Personal Health Care (Millions of Dollars)","Region","5","Southeast","","43741.594","51293.217","58352.445","65413.268","72515.17","80326.85","88297.846","97392.42","109632.412","122674.332","139166.146","154446.54","167618.759","180333.365","191552.557","204950.737","218953.879","234082.607","244758.507","259684.556","281311.339","304986.234","329482.806","355228.617","384733.401","409634.11","436078.54","459378.916","480363.942","502481.506","8.8"
"1","Personal Health Care (Millions of Dollars)","State","5","Southeast","Alabama","3177.994","3683.767","4158.834","4605.707","5000.447","5512.876","5966.193","6534.588","7362.035","8159.647","9259.036","10458.078","11236.671","12002.102","12722.333","13585.515","14459.167","15507.698","15780.503","16330.142","17406.308","18497.931","20099.265","22343.692","23497.984","25041.941","26263.139","27201.48","28159.199","29125.943","7.9"
"1","Personal Health Care (Millions of Dollars)","State","5","Southeast","Arkansas","1722.527","2018.253","2286.433","2561.339","2733.972","3004.094","3289.33","3529.812","4016.534","4372.333","4908.511","5453.625","5799.958","6162.433","6529.904","7017.009","7426.551","8001.633","8413.042","9016.119","9656.318","10378.47","11349.469","12086.956","12913.167","13946.515","14725.488","15587.392","16469.789","17129.988","8.2"
"1","Personal Health Care (Millions of Dollars)","State","5","Southeast","Florida","9916.432","11789.071","13621.912","15787.935","17611.858","20233.698","22055.8","24629.198","28247.545","31782.963","36354.395","39741.167","43120.555","46250.062","49177.946","52027.265","55784.536","59377.399","61945.692","65995.06","72149.774","78398.232","84642.502","91199.804","99203.919","106407.578","114004.553","120160.118","126050.463","132341.935","9.3"
"1","Personal Health Care (Millions of Dollars)","State","5","Southeast","Georgia","4595.029","5326.387","6016.941","6755.617","7581.832","8560.356","9619.045","10828.614","12210.317","13748.341","15515.741","17218.92","18845.965","20350.296","21406.18","23051.949","24417.872","25829.83","27310.164","28662.629","30544.809","32830.834","36285.088","38599.285","42508.023","44746.808","48294.421","50738.999","52200.023","54302.168","8.9"
"1","Personal Health Care (Millions of Dollars)","State","5","Southeast","Kentucky","2715.671","3164.442","3587.977","3935.033","4332.98","4675.986","5157.322","5649.375","6243.856","6887.918","7802.749","8755.906","9574.294","10169.485","10648.969","11519.182","12402.474","13501.749","14278.392","15340.316","16879.701","18156.555","19730.659","20801.621","22146.735","23440.519","24777.347","25740.405","26759.774","28077.887","8.4"
"1","Personal Health Care (Millions of Dollars)","State","5","Southeast","Louisiana","3573.283","4293.724","4976.448","5540.798","6116.114","6634.093","7058.724","7555.216","8210.346","8938.542","10199.258","11328.331","12296.571","13208.439","13963.677","14646.355","15289.628","16030.417","16638.685","17562.043","18224.214","19465.141","20688.083","22280.691","23847.277","24878.293","25633.664","27500.648","29262.875","30508.257","7.7"
"1","Personal Health Care (Millions of Dollars)","State","5","Southeast","Mississippi","1764.482","2027.921","2296.291","2555.759","2788.206","2956.595","3213.366","3443.556","3891.388","4303.268","4794.545","5264.84","5682.461","6198.131","6688.496","7386.34","7961.874","8556.708","8951.329","9326.634","10226.382","11202.256","12139.9","12935.049","14043.573","14926.84","16064.337","17138.311","17867.111","18551.552","8.5"
"1","Personal Health Care (Millions of Dollars)","State","5","Southeast","North Carolina","4200.928","4888.653","5499.626","6040.245","6808.732","7252.429","8143.4","9378.416","10521.904","12095.333","13837.388","15514.042","17122.256","18675.974","20249.136","21967.484","23929.136","25843.041","27086.273","29334.773","32302.075","36076.189","38401.888","41467.183","45083.598","48473.375","52235.259","54674.928","57488.369","60581.189","9.6"
"1","Personal Health Care (Millions of Dollars)","State","5","Southeast","South Carolina","2101.3","2453.675","2717.174","3064.976","3484.923","3835.166","4283.066","4685.555","5342.956","6010.624","6917.528","7735.317","8434.58","9137.873","9848.995","10491.738","11107.002","12293.641","13007.945","14032.566","15201.556","16718.73","18127.873","19416.424","21004.714","22176.987","23628.814","24996.708","26538.622","27681.474","9.3"
"1","Personal Health Care (Millions of Dollars)","State","5","Southeast","Tennessee","4052.238","4709.421","5332.466","5950.64","6602.241","7133.537","7990.718","8635.366","9668.493","10786.52","12194.544","13727.205","14968.671","16230.325","17064.569","18603.182","19884.814","21088.135","21952.249","22964.245","24764.655","27266.337","28688.349","31303.99","34246.824","36248.868","37950.68","39915.38","40795.895","42363.979","8.4"
"1","Personal Health Care (Millions of Dollars)","State","5","Southeast","Virginia","4352.827","5108.897","5785.616","6360.453","7042.933","7913.519","8680.78","9511.992","10627.298","11969.928","13356.872","14802.587","15635.03","16677.087","17659.049","18655.338","19992.989","21361.103","22418.249","23857.075","26306.15","27646.506","30351.116","33187.597","36037.537","38644.447","41305.83","43942.984","46538.848","48886.565","8.7"
"1","Personal Health Care (Millions of Dollars)","State","5","Southeast","West Virginia","1568.884","1829.006","2072.726","2254.767","2410.932","2614.502","2840.103","3010.731","3289.74","3618.916","4025.58","4446.522","4901.746","5271.158","5593.303","5999.38","6297.835","6691.254","6975.985","7262.954","7649.396","8349.052","8978.612","9606.324","10200.05","10701.939","11195.009","11781.563","12232.972","12930.568","7.5"
"1","Personal Health Care (Millions of Dollars)","Region","6","Southwest","","18864.683","22575.575","25880.769","28557.878","31245.227","35023.191","37548.893","40634.029","45029.575","49688.304","56128.801","62149.654","67897.136","72713.941","76711.297","82662.892","88698.85","95015.971","100540.499","107555.973","114346.089","125245.616","137691.47","147282.121","157665.909","173268.293","185658.28","197204.915","211049.854","221982.917","8.9"
"1","Personal Health Care (Millions of Dollars)","State","6","Southwest","Arizona","2594.768","3072.397","3449.799","3928.092","4374.363","5099.098","5560.313","6216.914","6947.078","7602.741","8632.454","9570.341","10166.902","11088.556","11844.519","12533.764","13353.633","14125.915","15245.892","16451.983","17472.09","18832.117","21114.314","23114.307","25291.566","28481.689","30863.111","33262.559","35226.03","36348.547","9.5"
"1","Personal Health Care (Millions of Dollars)","State","6","Southwest","New Mexico","952.074","1134.538","1287.37","1451.899","1634.37","1861.643","2016.251","2210.101","2464.188","2730.109","3015.516","3336.333","3688.473","3932.676","4185.22","4578.353","4939.526","5250.683","5528.555","5798.977","6090.389","6626.212","7289.437","7839.888","8650.547","9480.946","10130.153","10942.164","11962.857","12654.697","9.3"
"1","Personal Health Care (Millions of Dollars)","State","6","Southwest","Oklahoma","2612.813","3158.335","3612.164","3742.391","4079.045","4453.661","4730.756","5005.848","5452.724","5920.148","6527.303","7138.021","7731.808","8125.021","8752.944","9498.249","10208.787","10595.85","11066.164","11731.284","12447.56","13646.452","14592.163","15886.449","16725.837","18104.043","19489.577","20799.427","22015.573","23071.738","7.8"
"1","Personal Health Care (Millions of Dollars)","State","6","Southwest","Texas","12705.028","15210.306","17531.436","19435.496","21157.449","23608.789","25241.572","27201.166","30165.586","33435.306","37953.528","42104.959","46309.953","49567.687","51928.614","56052.525","60196.904","65043.524","68699.888","73573.729","78336.051","86140.835","94695.557","100441.477","106997.96","117201.615","125175.439","132200.764","141845.395","149907.934","8.9"
"1","Personal Health Care (Millions of Dollars)","Region","7","Rocky Mountains","","5475.751","6496.386","7392.165","8184.366","8909.662","9875.093","10521.747","11445.661","12700.6","13816.842","15538.379","17182.181","18625.278","19853.753","20971.287","22641.668","24162.483","26194.768","28210.556","29849.057","32866.748","35911.201","39360.122","42702.141","45766.621","48744.137","52746.795","56190.017","60199.909","63158.809","8.8"
"1","Personal Health Care (Millions of Dollars)","State","7","Rocky Mountains","Colorado","2781.7","3328.537","3798.2","4199.482","4599.574","5077.499","5398.013","5873.565","6490.176","7056.483","7942.325","8777.965","9560.181","10048.893","10641.059","11421.083","12061.954","12954.134","14217.78","15146.432","16716.998","18121.573","19653.911","21395.881","22755.2","23612.909","25715.275","27189.586","29372.856","30763.256","8.6"
"1","Personal Health Care (Millions of Dollars)","State","7","Rocky Mountains","Idaho","637.951","741.054","830.405","925.427","1002.386","1124.692","1196.688","1281.391","1447.941","1549.612","1779.199","1989.07","2186.268","2372.242","2504.875","2730.722","2979.859","3226.473","3458.377","3711.199","4052.872","4431.472","4967.777","5366.448","5796.235","6413.444","6994.727","7500.463","7886.941","8199.131","9.2"
"1","Personal Health Care (Millions of Dollars)","State","7","Rocky Mountains","Montana","620.277","722.068","826.989","906.902","973.665","1065.822","1164.378","1237.655","1367.199","1503.747","1674.33","1856.541","2009.642","2129.093","2224.828","2434.103","2503.038","2738.171","2902.047","3142.803","3409.207","3753.753","4009.687","4337.072","4610.167","4980.976","5333.353","5699.384","6034.915","6353.561","8.4"
"1","Personal Health Care (Millions of Dollars)","State","7","Rocky Mountains","Utah","1106.39","1313.249","1485.033","1651.842","1796.885","2036.681","2157.736","2425.064","2711.303","2984.049","3339.656","3706.126","3964.415","4312.717","4526.501","4877.891","5347.283","5923.331","6179.552","6325.404","7013.069","7799.289","8712.236","9452.86","10325.049","11254.234","12000.276","12903.02","13817.132","14584.617","9.3"
"1","Personal Health Care (Millions of Dollars)","State","7","Rocky Mountains","Wyoming","329.434","391.479","451.539","500.714","537.152","570.399","604.932","627.985","683.981","722.951","802.869","852.48","904.773","990.808","1074.024","1177.87","1270.349","1352.659","1452.8","1523.22","1674.601","1805.114","2016.511","2149.879","2279.97","2482.574","2703.165","2897.564","3088.065","3258.244","8.2"
"1","Personal Health Care (Millions of Dollars)","Region","8","Far West","","35414.979","41278.763","46530.287","50762.301","54992.451","61543.325","66767.064","73177.706","81238.519","88838.98","99245.219","109479.784","118823.092","124679.138","129130.529","134225.933","139733.484","145619.841","156659.035","165005.329","173918.249","189453.827","206928.501","226194.395","242641.837","261159.588","277806.495","297905.887","316639.006","332085.823","8"
"1","Personal Health Care (Millions of Dollars)","State","8","Far West","Alaska","478.181","548.187","616.308","711.388","788.349","910.869","963.297","1009.518","1096.388","1184.884","1321.768","1465.469","1583.421","1681.134","1737.65","1905.145","2089.253","2257.424","2395.277","2570.067","2855.402","3260.418","3637.501","3925.309","4209.651","4728.505","4996.153","5349.348","5811.577","6185.036","9.2"
"1","Personal Health Care (Millions of Dollars)","State","8","Far West","California","26904.231","31335.549","35369.615","38493.993","41715.525","46759.968","50668.954","55765.929","61681.006","67195.664","74633.03","82157.138","88795.046","92806.83","95382.005","97985.222","101410.698","105088.553","112585.637","117545.64","123235.018","133402.739","145281.385","159398.744","170755.844","183427.869","194564.453","208444.108","221093.793","231025.764","7.7"
"1","Personal Health Care (Millions of Dollars)","State","8","Far West","Hawaii","945.805","1115.569","1281.06","1391.626","1493.55","1667.678","1793.918","1993.175","2154.698","2400.326","2753.653","3060.084","3264.216","3545.903","3833.434","4108.383","4381.962","4399.094","4548.63","4663.041","4810.058","5093.365","5565.963","6035.264","6441.714","6990.909","7308.066","8011.608","8524.489","8899.369","8"
"1","Personal Health Care (Millions of Dollars)","State","8","Far West","Nevada","854.326","1037.131","1167.756","1304.143","1406.092","1563.708","1737.703","1906.189","2185.008","2489.035","2863.393","3217.607","3593.404","3838.508","4258.163","4561.012","4942.532","5386.165","5823.735","6402.715","7113.81","7979.961","9139.332","10123.869","11252.733","12218.745","13200.09","14220.917","14836.609","15283.862","10.5"
"1","Personal Health Care (Millions of Dollars)","State","8","Far West","Oregon","2400.369","2777.972","3068.929","3310.723","3557.003","3866.159","4201.648","4501.24","5141.661","5671.042","6345.563","6776.426","7473.207","8016.004","8396.48","9026.157","9527.719","10247.34","11366.477","12083.385","12829.329","14456.497","15534.386","16691.407","18123.588","19654.028","21316.591","22490.409","23962.029","25296.287","8.5"
"1","Personal Health Care (Millions of Dollars)","State","8","Far West","Washington","3832.067","4464.355","5026.62","5550.428","6031.93","6774.942","7401.543","8001.655","8979.759","9898.03","11327.811","12803.06","14113.798","14790.759","15522.795","16640.015","17381.32","18241.265","19939.28","21740.482","23074.631","25260.849","27769.934","30019.802","31858.307","34139.533","36421.143","39389.497","42410.51","45395.505","8.9"
"2","Hospital Care (Millions of Dollars)","United States","0","United States","","100516.776","117480.209","133646.919","144744.891","154361.6","164592.364","175672.025","189539.887","206458.216","225966.489","250439.354","275767.725","298476.384","315748.317","328365.106","339311.686","350797.718","363402.803","374915.895","393622.868","415529.634","449356.469","486477.37","525813.29","564513.525","606543.14","648339.64","686755.732","722143.804","759074.219","7.2"
"2","Hospital Care (Millions of Dollars)","Region","1","New England","","6384.653","7349.487","8264.841","8920.086","9590.444","10138.243","10683.643","11592.718","12851.233","14121.863","15219.64","16460.641","17508.246","18446.071","18955.745","19294.422","19874.629","20746.856","21564.44","22389.218","23626.335","25760.044","28109.813","31202.337","33862.548","36126.383","39736.955","42430.256","44424.706","46428.599","7.1"
"2","Hospital Care (Millions of Dollars)","State","1","New England","Connecticut","1374.425","1587.351","1826.38","1994.528","2150.322","2282.7","2400.239","2631.312","2956.282","3316.767","3585.338","3885.996","4100.6","4229.652","4344.895","4297.69","4393.915","4532.378","4729.801","4892.419","5004.778","5423.79","5886.643","6333.263","6869.128","7148.133","7868.376","8188.012","8704.21","9229.683","6.8"
"2","Hospital Care (Millions of Dollars)","State","1","New England","Maine","455.935","526.169","594.307","652.97","688.66","728.614","767.587","827.937","922.228","1005.645","1101.222","1189.769","1260.074","1339.214","1416.387","1530.182","1645.54","1730.563","1803.343","1916.958","2054.666","2227.388","2421.383","2676.902","2944.659","3277.974","3519.138","3707.186","3958.674","4152.264","7.9"
"2","Hospital Care (Millions of Dollars)","State","1","New England","Massachusetts","3599.94","4128.691","4596.96","4897.085","5269.33","5516.761","5770.088","6226.511","6860.53","7450.926","7991.682","8666.512","9204.777","9760.578","10017.502","10048.527","10362.584","10803.645","11296.001","11576.944","12239.702","13460.861","14630.163","16453.893","17754.826","18758.493","20770.034","22467.864","23203.011","24047.459","6.8"
"2","Hospital Care (Millions of Dollars)","State","1","New England","New Hampshire","306.924","373.53","428.857","472.827","516.79","574.532","652.076","743.948","852.215","963.111","1033.269","1082.138","1212.672","1310.052","1273.082","1345.556","1395.437","1462.785","1495.941","1622.258","1743.933","1858.531","2069.585","2311.148","2519.709","2853.096","3202.508","3460.094","3641.249","3873.397","9.1"
"2","Hospital Care (Millions of Dollars)","State","1","New England","Rhode Island","475.635","529.263","579.538","643.772","696.835","750.025","787.859","835.877","902.518","988.302","1070.395","1151.685","1209.835","1256.906","1306.208","1412.566","1433.907","1555.387","1556.056","1617.77","1757.376","1909.813","2123.93","2303.168","2496.916","2662.912","2804.31","2967.63","3188.106","3303.577","6.9"
"2","Hospital Care (Millions of Dollars)","State","1","New England","Vermont","171.794","204.482","238.8","258.904","268.506","285.611","305.795","327.133","357.46","397.112","437.735","484.541","520.287","549.669","597.671","659.902","643.246","662.097","683.297","762.87","825.879","879.661","978.109","1123.963","1277.31","1425.776","1572.589","1639.47","1729.455","1822.22","8.5"
"2","Hospital Care (Millions of Dollars)","Region","2","Mideast","","21357.438","24419.754","27451.29","29612.746","31773.926","33978.549","36526.826","39569.735","43069.648","47254.923","52154.588","56977.234","61536.414","65289.754","67994.332","69398.206","70258.519","71729.913","72792.832","75364.979","79365.111","84465.089","90671.866","98092.015","104828.213","112600.44","120263.523","126139.259","130204.827","135865.125","6.6"
"2","Hospital Care (Millions of Dollars)","State","2","Mideast","Delaware","255.719","289.476","335.557","368.422","391.251","428.225","461.81","511.017","566.319","621.384","696.671","765.936","839.689","927.726","989.858","1039.539","1004.333","1106.37","1129.128","1187.205","1198.331","1297.363","1440.167","1673.973","1824.662","2044.168","2181.11","2362.782","2459.047","2626.516","8.4"
"2","Hospital Care (Millions of Dollars)","State","2","Mideast","District of Columbia","900.582","1019.277","1149.907","1262.807","1360.579","1443.959","1578.846","1730.046","1836.642","1957.522","2083.208","2239.759","2375.257","2500.053","2442.205","2388.835","2504.51","2480.702","2564.835","2747.009","2603.73","2809.743","3007.433","3248.626","3614.198","3882.62","4203.801","4352.322","4605.9","4872.263","6"
"2","Hospital Care (Millions of Dollars)","State","2","Mideast","Maryland","2012.123","2273.7","2523.739","2684.417","2802.853","2940.057","3175.887","3460.7","3783.988","4182.642","4557.708","4974.126","5370.851","5742.469","5989.629","6298.616","6597.465","6821.004","6914.263","7151.328","7616.462","8351.819","9033.911","9923.24","10778.545","11619.678","12479.256","13340.019","14225.258","14722.74","7.1"
